Air_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,TWF,HDF,PWF,OSF,RNF,Type_encoded
298.9,1331,53.9,77,0,0,0,0,0,1
297.4,1569,36.4,56,0,0,0,0,0,2
298.4,1621,33.0,63,0,0,0,0,0,1
300.5,1392,46.1,113,0,0,0,0,0,1
300.2,1448,44.8,184,0,0,0,0,0,2
299.1,1608,35.0,127,0,0,0,0,0,2
303.3,1452,42.9,196,0,0,0,0,0,1
300.5,1362,51.8,157,0,0,0,0,0,1
300.6,1411,41.6,140,0,0,0,0,0,1
302.1,1370,58.7,27,0,1,0,0,0,1
298.8,1911,21.9,104,0,0,0,0,0,1
300.6,1377,53.6,19,0,0,0,0,0,1
297.4,1490,42.6,177,0,0,0,0,0,2
301.0,1975,17.7,17,0,0,0,0,0,1
298.4,1432,46.4,92,0,0,0,0,0,1
300.3,1486,46.3,48,0,0,0,0,0,1
302.3,1562,32.3,127,0,0,0,0,0,2
300.2,1569,36.2,196,0,0,0,0,0,1
301.8,1614,30.8,74,0,0,0,0,0,1
298.8,1529,42.3,57,0,0,0,0,0,1
298.2,1642,32.4,108,0,0,0,0,0,1
298.9,1568,37.8,2,0,0,0,0,0,1
297.5,1420,50.0,141,0,0,0,0,0,1
300.4,1484,40.6,133,0,0,0,0,0,1
301.7,1715,24.8,17,0,0,0,1,0,1
300.6,1508,39.6,161,0,0,0,0,0,1
297.5,1691,33.1,23,0,0,0,0,0,1
300.5,1994,19.8,13,0,0,0,0,0,2
301.6,1421,46.8,94,0,0,0,0,0,2
297.2,1499,36.9,71,0,0,0,0,0,1
299.1,1593,35.9,124,0,0,0,0,0,1
298.4,1389,48.9,3,0,0,0,0,0,1
302.5,1332,50.0,163,0,0,0,0,0,1
300.3,1412,44.4,111,0,0,0,0,0,1
298.3,1544,37.9,18,0,0,0,0,0,3
298.9,1449,44.1,7,0,0,0,0,0,2
301.2,1505,36.4,102,0,0,0,0,0,2
300.0,1771,27.2,33,0,0,0,0,0,1
300.2,1551,34.9,46,0,0,0,0,0,1
298.6,1440,46.4,57,0,0,0,0,0,2
299.8,1475,43.4,74,0,0,0,0,0,1
298.9,1761,28.9,15,0,0,0,0,0,1
297.6,1403,47.8,86,0,0,0,0,0,1
303.1,1296,62.3,25,0,0,0,0,0,1
300.6,1379,48.1,124,0,0,0,0,0,1
302.3,1494,37.1,114,0,0,0,0,0,2
300.1,1418,49.7,64,0,0,0,0,0,1
302.2,1455,44.2,93,0,0,0,0,0,1
298.6,1702,27.4,82,0,0,0,0,0,1
299.0,1459,40.3,87,0,0,0,0,0,1
300.7,1357,54.7,199,0,0,0,0,0,1
303.8,1456,46.9,150,0,0,0,0,0,2
298.8,1428,43.5,147,0,0,0,0,0,1
301.2,1524,34.9,42,0,0,0,0,0,1
299.7,1467,46.1,173,0,0,0,0,0,1
299.1,1738,28.6,64,0,0,0,0,0,2
301.1,1350,54.1,169,0,0,0,0,0,1
302.4,1545,30.1,195,0,0,0,0,0,1
300.4,1378,48.1,0,0,0,0,0,0,2
298.5,1609,31.1,155,0,0,0,0,0,1
297.2,1918,21.7,104,0,0,0,0,0,1
300.8,1414,38.8,10,0,0,0,0,0,1
301.0,1386,45.1,0,0,0,0,0,0,1
303.6,1620,35.7,162,0,0,0,0,0,2
296.9,1382,44.6,84,0,0,0,0,0,1
296.3,1446,46.6,193,0,0,0,0,0,2
299.2,1452,43.1,76,0,0,0,0,0,2
300.8,1698,27.9,106,0,0,0,0,0,2
301.9,1511,38.5,49,0,0,0,0,0,2
298.4,1703,28.9,147,0,0,0,0,0,1
298.2,1489,40.0,112,0,0,0,0,0,2
298.1,1477,34.1,139,0,0,0,0,0,1
298.6,1449,42.5,39,0,0,0,0,0,3
300.7,1426,43.2,97,0,0,0,0,0,1
298.4,1588,33.2,196,0,0,0,0,0,1
301.0,1637,33.7,10,0,0,0,0,0,1
297.5,1538,38.9,150,0,0,0,0,0,1
300.2,1346,61.4,53,0,0,0,0,0,1
298.2,1230,43.4,67,0,0,0,0,0,1
300.5,1389,50.3,44,0,0,0,0,0,1
299.4,1461,48.6,114,0,0,0,0,0,2
298.8,1481,41.0,187,0,0,0,0,0,1
300.3,1855,26.8,172,0,0,0,0,0,1
298.7,1598,35.4,171,0,0,0,0,0,2
300.6,1523,41.8,146,0,0,0,0,0,1
301.6,1384,50.0,10,0,0,0,0,0,1
302.6,1387,42.2,156,0,0,0,0,0,2
302.3,1421,43.4,149,0,0,0,0,0,2
299.8,1426,45.4,82,0,0,0,0,0,2
297.3,1584,29.4,146,0,0,0,0,0,2
302.4,1355,51.0,160,0,0,0,0,0,2
300.0,1570,36.8,185,0,0,0,0,0,1
299.9,1520,39.1,138,0,0,0,0,0,1
297.4,1390,44.8,30,0,0,0,0,0,1
300.6,1457,36.7,91,0,0,0,0,0,1
298.3,1740,29.7,94,0,0,0,0,0,1
297.5,1441,39.8,98,0,0,0,0,0,3
302.6,1512,34.2,17,0,0,0,0,0,1
300.4,1432,43.7,119,0,0,0,0,0,2
302.0,1463,44.8,154,0,0,0,0,0,1
300.4,1288,58.0,0,0,0,0,0,0,1
302.5,1479,40.4,14,0,0,0,0,0,1
298.1,1415,47.3,9,0,0,0,0,0,2
298.8,1540,37.4,97,0,0,0,0,0,1
298.0,1576,38.8,146,0,0,0,0,0,2
299.3,1431,42.1,99,0,0,0,0,0,2
301.3,1671,39.0,72,0,0,0,0,0,1
300.5,1365,50.0,70,0,0,0,0,0,2
302.6,1609,35.1,97,0,0,0,0,0,1
300.9,1474,44.1,129,0,0,0,0,0,2
300.8,1357,54.0,181,0,0,0,0,0,1
296.4,1385,55.4,135,0,0,0,0,0,1
298.2,1495,38.8,74,0,0,0,0,0,1
297.6,1517,34.2,66,0,0,0,0,0,1
300.9,1484,38.4,119,0,0,0,0,0,1
300.5,1356,45.1,114,0,0,0,0,0,1
300.1,1441,43.0,141,0,0,0,0,0,1
302.5,1630,28.8,96,0,0,0,0,0,1
300.8,1781,23.9,171,0,0,0,0,0,2
298.2,1280,64.0,150,0,0,0,0,0,2
298.7,1504,35.7,15,0,0,0,0,0,1
298.2,1435,44.8,183,0,0,0,0,0,1
301.8,1831,23.2,128,0,0,0,0,0,2
303.4,1498,39.9,92,0,0,0,0,0,1
301.8,1675,30.0,124,0,0,0,0,0,2
296.8,1675,38.3,46,0,0,0,0,0,1
301.9,1610,35.3,67,0,0,0,0,0,1
300.1,1434,45.4,42,0,0,0,0,0,1
302.4,1475,26.9,60,0,0,0,0,0,1
300.8,1692,29.5,64,0,0,0,0,0,1
298.0,1583,37.7,2,0,0,0,0,0,1
297.0,1339,52.0,168,0,0,0,0,0,1
298.9,1443,45.9,203,0,0,0,0,0,1
298.1,1490,34.1,63,0,0,0,0,0,1
298.4,1395,47.6,74,0,0,0,0,0,1
299.4,1608,29.3,91,0,0,0,0,0,3
297.6,1501,37.5,26,0,0,0,0,0,1
299.7,1589,36.0,64,0,0,0,0,0,1
297.5,1537,43.0,150,0,0,0,0,0,1
297.5,1538,36.7,2,0,0,0,0,0,1
301.5,1450,43.2,17,0,0,0,0,0,1
297.6,1485,41.4,88,0,0,0,0,0,1
299.5,1571,45.0,74,0,0,0,0,0,1
298.9,1331,49.9,20,0,0,0,0,0,2
299.2,1615,30.0,193,0,0,0,0,0,1
297.8,1388,40.0,159,0,0,0,0,0,1
300.8,1489,40.9,196,0,0,0,0,0,1
301.2,1470,44.0,127,0,0,0,0,0,1
302.5,1584,39.4,158,0,0,0,0,0,1
299.6,1539,32.2,18,0,0,0,0,0,1
300.2,1729,32.3,113,0,0,0,0,0,1
302.4,1423,45.4,186,0,0,0,0,0,1
302.8,1419,40.0,18,0,0,0,0,0,2
298.4,1490,47.1,119,0,0,0,0,0,1
297.8,1871,25.6,200,0,0,0,0,0,1
303.7,1469,39.7,213,0,0,0,0,0,1
299.9,1585,34.8,55,0,0,0,0,0,2
296.2,1671,35.5,188,0,0,0,0,0,2
301.0,1569,41.6,142,0,0,0,0,0,1
301.4,1547,37.0,194,0,0,0,0,0,2
298.8,1362,46.4,157,0,0,0,0,0,1
300.2,1539,35.3,80,0,0,0,0,0,1
299.1,1620,35.0,98,0,0,0,0,0,1
301.3,1550,36.8,27,0,0,0,0,0,3
298.7,1374,46.0,96,0,0,0,0,0,1
300.2,1492,43.4,160,0,0,0,0,0,1
301.5,1424,51.1,24,0,0,0,0,0,1
298.5,1579,36.1,123,0,0,0,0,0,1
298.1,1495,46.2,139,0,0,0,0,0,1
300.3,1811,24.0,121,0,0,0,0,0,1
300.7,1412,44.1,172,0,0,0,0,0,1
301.8,1505,39.6,58,0,0,0,0,0,1
300.1,1676,30.8,100,0,0,0,0,0,1
299.8,1446,45.5,128,0,0,0,0,0,1
298.7,1660,29.1,111,0,0,0,0,0,1
301.7,1457,43.0,192,0,0,0,0,0,2
297.5,1446,44.9,144,0,0,0,0,0,1
300.9,1412,57.5,16,0,0,0,0,0,1
300.7,1532,42.9,68,0,0,0,0,0,2
300.7,1311,52.2,79,0,0,0,0,0,2
300.9,1613,33.5,176,0,0,0,0,0,1
301.3,1447,47.4,141,0,0,0,0,0,2
298.9,1371,52.5,7,0,0,0,0,0,1
297.9,1383,50.6,92,0,0,0,0,0,3
300.1,1727,22.0,123,0,0,0,0,0,1
302.2,1644,34.1,179,0,0,0,0,0,2
298.9,1472,47.0,18,0,0,0,0,0,1
298.2,2449,13.8,17,0,0,0,0,0,1
296.4,1519,35.8,30,0,0,0,0,0,2
301.9,1517,39.9,58,0,0,0,0,0,1
297.4,1524,39.4,106,0,0,0,0,0,1
297.5,1477,47.3,117,0,0,0,0,0,2
301.4,1634,35.8,157,0,0,0,0,0,1
297.1,1353,47.6,123,0,0,0,0,0,2
299.9,1419,46.6,133,0,0,0,0,0,2
298.5,1531,35.5,5,0,0,0,0,0,2
302.3,1520,38.4,94,0,0,0,0,0,1
298.9,1405,61.0,19,0,0,0,0,0,1
299.2,1322,51.8,86,0,0,0,0,0,1
301.0,1521,41.8,148,0,0,0,0,0,2
300.6,1556,34.1,89,0,0,0,0,0,1
302.3,1450,47.9,176,0,0,0,0,0,1
300.3,1879,21.8,198,0,0,0,0,0,1
300.4,1445,46.4,41,0,0,0,0,0,1
300.2,1445,51.3,21,0,0,0,0,0,1
301.6,1431,43.6,158,0,0,0,0,0,1
300.5,1438,42.0,150,0,0,0,0,0,2
302.3,1480,37.1,18,0,0,0,0,0,1
298.1,1495,47.0,156,0,0,0,0,0,3
300.1,1481,46.9,153,0,0,0,0,0,1
298.6,1375,54.8,24,0,0,0,0,0,1
300.8,1431,42.1,127,0,0,0,0,0,1
303.6,1509,36.6,82,0,0,0,0,0,1
300.9,1505,43.1,129,0,0,0,0,0,1
300.4,1488,59.2,18,0,0,0,0,0,1
302.5,1651,32.7,13,0,0,0,0,0,2
302.3,1338,61.1,0,0,0,0,0,0,2
295.8,1892,21.7,72,0,0,0,0,0,1
298.3,1577,35.9,137,0,0,0,0,0,3
302.2,1811,26.8,96,0,0,0,0,0,1
300.8,1469,52.9,139,0,0,0,0,0,1
296.9,1512,39.0,137,0,0,0,0,0,1
299.3,1447,36.0,105,0,0,0,0,0,1
298.3,1496,37.6,12,0,0,0,0,0,1
299.1,1369,54.5,114,0,0,0,0,0,3
299.0,1413,45.0,171,0,0,0,0,0,1
303.9,1374,40.1,12,0,0,0,0,0,1
300.5,1297,58.2,153,1,0,0,0,0,3
301.5,1616,34.6,99,0,0,0,0,0,1
298.1,1490,39.8,16,0,0,0,0,0,1
303.5,1284,70.6,94,0,0,0,0,0,1
299.5,1521,39.8,119,0,0,0,0,0,2
300.3,1413,51.9,64,0,0,0,0,0,1
302.0,1422,46.5,119,0,0,0,0,0,1
302.1,1689,33.5,169,0,0,0,0,0,1
297.6,1383,46.1,37,0,0,0,0,0,1
301.0,1532,37.2,116,0,0,0,0,0,1
298.4,1542,36.6,117,0,0,0,0,0,1
300.2,1771,27.1,135,0,0,0,0,0,1
303.3,1256,66.6,64,0,0,1,0,0,1
300.5,1457,42.4,183,0,0,0,0,0,1
301.0,1733,25.6,170,0,0,0,0,0,1
301.0,1492,33.5,199,0,0,0,0,0,1
301.8,1432,41.7,68,0,0,0,0,0,1
301.4,1341,53.3,44,0,0,0,0,0,1
302.7,1501,30.0,212,0,0,0,0,0,1
297.4,1671,30.2,37,0,0,0,0,0,1
302.2,1411,47.7,134,0,0,0,0,0,2
297.1,1794,32.6,169,0,0,0,0,0,1
302.9,1651,33.8,23,0,0,0,0,0,2
300.7,1445,45.8,124,0,0,0,0,0,1
298.7,1332,51.6,10,0,0,0,0,0,1
298.1,1509,40.0,5,0,0,0,0,0,1
298.3,1828,25.8,139,0,0,0,0,0,2
300.3,1454,40.1,41,0,0,0,0,0,1
302.4,1477,39.7,179,0,0,0,0,0,3
301.9,1636,44.7,13,0,0,0,0,0,1
300.4,1387,60.4,154,0,0,0,0,0,1
300.4,1406,50.7,116,0,0,0,0,0,2
300.7,1420,47.0,119,0,0,0,0,0,1
298.1,1446,39.4,157,0,0,0,0,0,1
299.8,1336,50.5,204,0,0,0,0,0,1
300.7,1635,39.1,196,0,0,0,0,0,1
298.0,1424,48.7,98,0,0,0,0,0,1
298.3,1544,43.4,33,0,0,0,0,0,1
302.2,1397,50.7,67,0,0,0,0,0,2
300.0,1635,32.7,95,0,0,0,0,0,1
300.6,1561,34.6,2,0,0,0,0,0,1
298.8,1503,36.7,55,0,0,0,0,0,1
300.1,1549,36.9,113,0,0,0,0,0,1
297.7,1550,37.0,190,0,0,0,0,0,2
302.3,1412,52.3,110,0,0,0,0,0,1
302.4,1320,56.4,21,0,0,0,0,0,1
299.8,1572,33.0,155,0,0,0,0,0,2
297.5,1584,40.0,104,0,0,0,0,0,1
304.1,1711,28.9,190,0,0,0,0,0,1
299.2,1340,50.0,144,0,0,0,0,0,2
302.6,1566,41.9,0,0,0,0,0,0,2
303.0,1602,32.9,132,0,0,0,0,0,1
296.9,1557,38.1,135,0,0,0,0,0,1
299.9,1732,29.9,213,0,0,0,0,0,1
298.0,1357,57.4,144,0,0,0,0,0,1
297.4,1456,44.7,44,0,0,0,0,0,3
297.4,1548,34.5,127,0,0,0,0,0,1
298.8,1535,40.0,124,0,0,0,0,0,1
300.2,1578,31.8,27,0,0,0,0,0,1
297.5,1634,31.1,110,0,0,0,0,0,1
300.0,1884,22.1,195,0,0,0,0,0,1
301.8,1511,35.1,116,0,0,0,0,0,1
301.2,2570,12.5,11,0,0,0,0,0,2
295.6,1286,57.2,126,0,0,0,0,0,1
298.2,1633,31.0,147,0,0,0,0,0,3
301.7,1418,52.3,78,0,0,0,0,0,2
299.4,1415,50.9,59,0,0,0,0,0,1
299.7,1550,37.6,197,0,0,0,0,0,1
297.3,1355,54.6,0,0,0,0,0,0,1
301.1,1566,37.1,146,0,0,0,0,0,1
299.2,1629,36.1,28,0,0,0,0,0,1
298.0,1547,36.0,186,0,0,0,0,0,3
297.2,1446,43.0,39,0,0,0,0,0,1
298.2,1388,40.6,96,0,0,0,0,0,1
298.3,1372,55.0,73,0,0,0,0,0,2
298.1,1390,49.7,23,0,0,0,0,0,2
299.3,1510,31.4,27,0,0,0,0,0,3
302.4,1543,37.2,54,0,0,0,0,0,1
301.2,1364,49.6,125,0,0,0,0,0,1
298.1,1534,35.0,190,0,0,0,0,0,1
298.7,1392,49.9,123,0,0,0,0,0,1
301.1,1413,45.7,52,0,0,0,0,0,2
300.5,1595,32.0,121,0,0,0,0,0,1
299.1,1325,46.9,28,0,0,0,0,0,1
303.4,1560,41.8,114,0,0,0,0,0,2
300.6,1433,48.0,5,0,0,0,0,0,1
298.1,1639,31.1,142,0,0,0,0,0,1
298.7,1488,41.2,127,0,0,0,0,0,1
299.1,1395,20.1,106,0,0,0,0,0,1
299.3,1767,28.4,160,0,0,0,0,0,2
300.4,1347,57.2,2,0,0,0,0,0,2
302.0,1430,38.8,222,1,0,0,0,0,3
298.1,1528,31.1,23,0,0,0,0,0,1
300.5,1446,41.7,106,0,0,0,0,0,1
298.7,1447,41.0,58,0,0,0,0,0,1
300.7,1487,34.8,209,0,0,0,0,0,1
298.8,1379,49.9,63,0,0,0,0,0,1
301.3,1497,45.5,86,0,0,0,0,0,1
300.6,1728,24.8,209,0,0,0,0,0,3
303.9,1386,44.7,54,0,0,0,0,0,1
299.1,1736,26.9,74,0,0,0,0,0,1
302.3,1400,47.5,141,0,0,0,0,0,1
302.4,1617,40.3,13,0,0,0,0,0,1
297.7,1457,41.9,121,0,0,0,0,0,2
298.4,1395,44.0,92,0,0,0,0,0,2
300.5,1512,32.7,27,0,0,0,0,0,1
296.9,1477,41.3,72,0,0,0,0,0,1
302.0,1379,38.6,34,0,0,0,0,0,2
302.3,1511,35.2,66,0,0,0,0,0,1
296.7,1391,52.7,236,0,0,0,0,0,1
300.4,1336,54.5,176,0,0,0,0,0,1
298.2,1631,34.5,90,0,0,0,0,0,1
302.3,1520,38.5,139,0,0,0,0,0,1
301.9,1642,33.1,137,0,0,0,0,0,1
301.9,1383,46.4,37,0,0,0,0,0,1
301.3,1451,43.8,42,0,0,0,0,0,1
297.3,1523,37.5,129,0,0,0,0,0,1
296.2,1452,37.7,7,0,0,0,0,0,1
299.2,1595,36.8,0,0,0,0,0,0,1
300.5,1525,39.2,16,0,0,0,0,0,1
298.2,1408,46.9,33,0,0,0,0,0,1
299.0,1648,28.9,114,0,0,0,0,0,1
300.3,1566,31.4,49,0,0,0,0,0,1
302.1,1931,21.7,198,0,0,0,0,0,2
297.6,1446,46.8,142,0,0,0,0,0,1
304.3,1459,39.9,192,0,0,0,0,0,2
301.0,1666,32.2,196,0,0,0,0,0,2
298.1,1706,28.7,35,0,0,0,0,0,1
302.2,1446,43.6,45,0,0,0,0,0,2
300.5,1534,37.7,90,0,0,0,0,1,1
301.5,1530,38.9,59,0,0,0,0,0,1
298.3,1408,46.5,27,0,0,0,0,0,1
300.1,1675,28.8,57,0,0,0,0,0,1
302.3,1627,31.4,19,0,0,0,0,0,3
299.1,1462,39.1,30,0,0,0,0,0,1
297.4,1420,49.4,171,0,0,0,0,0,1
298.9,1364,54.5,87,0,0,0,0,0,1
298.3,1445,60.7,119,0,0,1,0,0,2
298.0,1412,46.5,179,0,0,0,0,0,1
299.7,1472,44.5,61,0,0,0,0,0,2
299.5,1701,28.8,137,0,0,0,0,0,1
300.0,1309,55.7,156,0,0,0,0,0,1
298.7,1668,35.2,150,0,0,0,0,0,1
302.4,1433,37.7,94,0,0,0,0,0,1
302.2,1384,50.3,39,0,0,0,0,0,2
300.5,1349,56.7,146,0,0,0,0,0,1
298.8,1383,52.4,209,0,0,0,0,0,3
297.8,1533,39.6,64,0,0,0,0,0,1
299.2,1610,31.6,40,0,0,0,0,0,1
300.5,1459,36.2,30,0,0,0,0,0,1
301.1,1601,32.3,114,0,0,0,0,0,2
298.9,1457,41.8,27,0,0,0,0,0,1
301.0,1629,32.4,168,0,0,0,0,0,2
298.9,1500,44.2,2,0,0,0,0,0,1
298.6,1406,47.1,127,0,0,0,0,0,1
298.8,1648,28.3,206,0,0,0,0,0,2
300.9,1457,47.7,59,0,0,0,0,0,1
302.8,1694,32.1,218,0,0,0,0,0,2
300.6,1353,58.2,0,0,0,0,0,0,3
297.5,1431,43.0,113,0,0,0,0,0,1
299.6,1363,60.8,0,0,0,0,0,0,1
297.5,1685,27.0,116,0,0,0,0,0,2
300.2,1547,36.1,33,0,0,0,0,0,3
302.7,1501,39.5,195,0,0,0,0,0,1
302.7,1448,46.8,197,0,0,0,0,0,1
303.5,1365,44.8,208,0,0,0,1,0,1
296.9,1497,44.7,231,0,0,0,0,0,1
302.2,1603,32.4,187,0,0,0,0,0,1
297.9,1434,49.2,25,0,0,0,0,0,1
299.1,1431,43.7,28,0,0,0,0,0,1
297.8,1556,36.4,46,0,0,0,0,0,1
298.2,1680,30.8,37,0,0,0,0,0,1
299.1,1408,46.6,196,0,0,0,0,0,1
300.0,1417,49.7,187,0,0,0,0,0,1
299.4,1446,29.3,95,0,0,0,0,0,3
299.8,1394,45.8,23,0,0,0,0,0,1
301.6,1471,36.6,144,0,0,0,0,0,1
303.9,1412,49.5,150,0,0,0,0,0,1
299.2,1284,69.6,61,0,0,1,0,0,2
300.1,1456,42.5,148,0,0,0,0,0,1
300.0,1514,44.6,175,0,0,0,0,0,1
301.1,1418,39.2,21,0,0,0,0,0,1
301.4,1573,32.6,155,0,0,0,0,0,1
300.1,1485,40.4,75,0,0,0,0,0,3
298.1,1459,31.6,145,0,0,0,0,0,1
298.7,1463,45.4,60,0,0,0,0,0,1
300.4,1556,35.8,26,0,0,0,0,0,1
299.9,2084,17.6,175,0,0,0,0,0,1
300.5,1464,45.0,205,0,0,0,0,0,1
299.8,1484,39.9,24,0,0,0,0,0,2
303.3,1568,30.6,20,0,0,0,0,0,1
298.3,1417,49.7,151,0,0,0,0,0,1
299.2,1447,39.6,22,0,0,0,0,0,2
299.2,1355,38.5,57,0,0,0,0,0,1
298.9,1491,41.2,126,0,0,0,0,0,2
298.4,1499,41.4,83,0,0,0,0,0,1
297.6,1816,28.8,131,0,0,0,0,0,1
300.9,1877,23.8,158,0,0,0,0,0,2
300.4,1540,36.4,186,0,0,0,0,0,2
301.9,1495,35.1,0,0,0,0,0,0,1
299.3,1477,42.6,174,0,0,0,0,0,1
298.8,1495,35.1,105,0,0,0,0,0,2
295.6,1573,36.0,156,0,0,0,0,0,1
302.4,1446,53.9,160,0,0,0,0,0,2
299.4,1475,40.9,168,0,0,0,0,0,1
301.2,2076,19.7,94,0,0,0,0,0,1
298.2,1565,47.0,18,0,0,0,0,0,1
301.1,1491,42.9,91,0,0,0,0,0,1
302.2,1570,34.6,57,0,0,0,0,0,2
302.2,1348,61.4,152,0,0,0,0,0,2
300.1,1443,43.1,130,0,0,0,0,0,1
299.0,1458,40.8,49,0,0,0,0,0,3
297.4,1671,33.1,75,0,0,0,0,0,1
301.2,1462,44.4,53,0,0,0,0,0,1
303.9,1446,40.0,143,0,0,0,0,0,1
298.1,1618,30.6,105,0,0,0,0,0,1
297.2,1401,48.9,82,0,0,0,0,0,1
300.7,1683,30.8,5,0,0,0,0,0,1
297.4,1887,22.8,116,0,0,0,0,0,1
296.3,1633,31.6,27,0,0,0,0,0,2
300.1,1559,34.1,76,0,0,0,0,0,1
303.6,1346,53.7,64,0,0,0,0,0,1
297.7,1373,50.1,203,0,0,0,0,0,1
302.7,1340,57.8,90,0,0,0,0,0,1
302.0,1573,32.2,143,0,0,0,0,0,2
297.6,1428,46.6,0,0,0,0,0,0,3
301.5,1509,44.8,0,0,0,0,0,0,1
295.6,1351,54.9,140,0,0,0,0,0,2
300.3,1563,32.7,64,0,0,0,0,0,1
297.3,1386,42.9,153,0,0,0,0,0,3
298.0,1644,34.6,44,0,0,0,0,0,2
303.4,1534,32.2,210,0,0,0,0,0,3
298.4,1533,37.5,116,0,0,0,0,0,1
297.3,1569,30.0,52,0,0,0,0,0,1
298.8,1471,46.3,11,0,0,0,0,0,1
300.8,1432,53.4,116,0,0,0,0,0,1
301.9,1568,37.6,2,0,0,0,0,0,1
300.3,1551,36.7,0,0,0,0,0,0,1
296.9,1453,47.6,91,0,0,0,0,0,2
301.4,1619,31.2,204,0,0,0,0,0,1
299.0,1487,44.1,64,0,0,0,0,0,2
296.6,1416,47.7,152,0,0,0,0,0,2
300.3,1512,37.0,155,0,0,0,0,0,1
301.2,1593,33.9,59,0,0,0,0,0,1
301.0,1523,43.2,180,0,0,0,0,0,2
299.9,1456,45.2,207,0,0,0,0,0,1
300.4,1588,31.8,114,0,0,0,0,0,2
300.9,1600,32.0,183,0,0,0,0,0,1
297.6,1434,39.4,39,0,0,0,0,0,1
299.8,1498,40.7,25,0,0,0,0,0,1
299.5,1358,46.2,156,0,0,0,0,0,1
301.3,1457,47.7,174,0,0,0,0,0,1
297.5,1426,45.9,202,0,0,0,0,0,1
299.0,1329,60.7,15,0,0,0,0,0,1
300.3,1457,47.0,12,0,0,0,0,0,1
300.3,1612,36.0,155,0,0,0,0,0,1
295.8,1621,29.9,39,0,0,0,0,0,1
300.0,1504,46.9,58,0,0,0,0,0,1
302.4,1401,48.8,181,0,0,0,0,0,1
297.4,1553,36.9,74,0,0,0,0,0,2
301.2,1563,35.2,23,0,0,0,0,0,1
298.3,1509,40.0,89,0,0,0,0,0,3
299.6,1553,41.0,158,0,0,0,0,0,2
299.2,1438,44.3,198,0,0,0,0,0,2
298.8,1465,41.7,150,0,0,0,0,0,1
298.8,1479,46.6,145,0,0,0,0,0,1
296.9,1423,43.5,118,0,0,0,0,0,1
296.7,1597,32.1,118,0,0,0,0,0,2
301.5,1435,33.8,51,0,0,0,0,0,1
298.6,1524,40.1,85,0,0,0,0,0,1
300.2,1416,47.0,179,0,0,0,0,0,1
297.8,1613,36.6,46,0,0,0,0,0,1
297.2,1435,42.5,103,0,0,0,0,0,2
297.7,1764,29.0,139,0,0,0,0,0,1
297.0,1429,44.0,138,0,0,0,0,0,1
298.1,1356,45.8,195,0,0,0,0,0,2
298.2,1579,38.6,134,0,0,0,0,0,2
297.7,1434,43.2,199,0,0,0,0,0,2
297.2,1432,43.2,140,0,0,0,0,0,3
300.7,1446,40.9,0,0,0,0,0,0,2
297.3,1535,38.3,134,0,0,0,0,0,2
300.2,1397,45.2,15,0,0,0,0,0,2
301.0,1359,56.4,199,0,0,0,0,0,1
297.7,1519,35.7,18,0,0,0,0,0,1
299.9,1366,55.3,117,0,0,0,0,0,1
298.0,1557,33.1,110,0,0,0,0,0,1
299.9,1555,47.5,146,0,0,0,0,0,2
298.9,1880,22.1,213,0,0,0,0,0,1
299.8,1435,44.6,185,0,0,0,0,0,1
302.3,1649,32.3,139,0,0,0,0,0,1
300.4,1405,40.1,197,0,0,0,0,0,1
300.9,1514,44.7,87,0,0,0,0,0,2
302.1,1418,45.5,179,0,0,0,0,0,3
303.3,1642,32.3,32,0,0,0,0,0,1
302.2,1483,42.4,12,0,0,0,0,0,2
299.4,1459,44.8,173,0,0,0,0,0,1
301.1,1545,37.5,9,0,0,0,0,0,2
298.2,1456,47.7,127,0,0,0,0,0,2
301.5,1536,34.0,222,0,0,0,0,0,1
303.7,1685,32.5,139,0,0,0,0,0,3
298.2,1455,45.6,162,0,0,0,0,0,2
297.2,1469,44.6,124,0,0,0,0,0,3
298.0,1609,32.0,118,0,0,0,0,0,1
302.0,1567,43.2,192,0,0,0,0,0,1
299.4,1773,26.8,114,0,0,0,0,0,1
298.2,1367,31.4,192,0,0,0,0,0,1
298.8,1488,39.9,83,0,0,0,0,0,2
299.0,1466,40.7,112,0,0,0,0,0,1
298.5,1452,43.7,42,0,0,0,0,0,1
300.3,1556,38.4,6,0,0,0,0,0,1
300.3,1539,36.8,2,0,0,0,0,0,2
301.6,1416,51.7,214,0,0,0,0,0,1
299.9,1405,47.1,47,0,0,0,0,0,1
297.7,1471,39.2,202,0,0,0,0,0,1
298.0,1329,40.2,64,0,0,0,0,0,3
300.5,1779,27.7,46,0,0,0,0,0,2
298.9,1358,46.4,199,0,0,0,0,0,1
299.2,1360,47.4,130,0,0,0,0,0,3
298.9,1422,47.6,15,0,0,0,0,0,1
301.0,1490,43.2,100,0,0,0,0,0,3
299.1,1445,44.1,242,0,0,0,0,0,1
303.5,1378,51.1,100,0,0,0,0,0,1
299.4,1443,41.5,11,0,0,0,0,0,1
300.1,1649,33.6,79,0,0,0,0,0,1
297.3,1717,31.3,171,0,0,0,0,0,1
299.8,1545,32.2,94,0,0,0,0,0,1
302.4,1386,50.4,101,0,0,0,0,0,2
297.0,1834,23.8,15,0,0,0,0,0,3
298.6,1479,39.7,82,0,0,0,0,0,1
301.5,1634,31.2,129,0,0,0,0,0,1
